,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
287,0,3704,2000.0,120.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
288,0,4124,0.0,115.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
289,0,9508,0.0,187.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
290,0,3075,2416.0,139.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
291,2,4400,0.0,127.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,1,0
292,2,3153,1560.0,134.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
293,0,5417,0.0,143.0,480.0,0.0,0,1,0,1,0,1,0,1,0,0,0,1
294,0,2383,3334.0,172.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
295,3,4416,1250.0,110.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
296,1,6875,0.0,200.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
297,1,4666,0.0,135.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,0,1
298,0,5000,2541.0,151.0,480.0,1.0,0,1,0,1,0,1,0,1,0,1,0,0
299,1,2014,2925.0,113.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
300,0,1800,2934.0,93.0,360.0,0.0,0,0,1,0,1,0,1,1,0,0,0,1
301,0,2875,1750.0,105.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
302,0,5000,0.0,132.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
303,1,1625,1803.0,96.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
304,0,4000,2500.0,140.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
305,0,2000,0.0,146.41216216216216,360.0,1.0,0,0,1,1,0,0,1,1,0,0,0,1
306,0,3762,1666.0,135.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
307,0,2400,1863.0,104.0,360.0,0.0,0,1,0,1,0,1,0,1,0,0,0,1
308,0,20233,0.0,480.0,360.0,1.0,0,0,1,1,0,1,0,1,0,1,0,0
309,2,7667,0.0,185.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
310,0,2917,0.0,84.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
311,0,2927,2405.0,111.0,360.0,1.0,1,0,1,1,0,0,1,1,0,0,1,0
312,0,2507,0.0,56.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
313,2,5746,0.0,144.0,84.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
314,0,2473,1843.0,159.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
315,1,3399,1640.0,111.0,180.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
316,2,3717,0.0,120.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
317,0,2058,2134.0,88.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
318,1,3541,0.0,112.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
319,1,10000,0.0,155.0,360.0,1.0,0,0,1,0,1,1,0,0,1,1,0,0
320,0,2400,2167.0,115.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
321,3,4342,189.0,124.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
322,2,3601,1590.0,146.41216216216216,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
323,0,3166,2985.0,132.0,360.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
324,3,15000,0.0,300.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
325,1,8666,4983.0,376.0,360.0,0.0,0,0,1,0,1,1,0,0,1,1,0,0
326,0,4917,0.0,130.0,360.0,0.0,1,0,1,1,0,1,0,1,0,1,0,0
327,0,5818,2160.0,184.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
328,0,4333,2451.0,110.0,360.0,1.0,0,1,0,0,1,1,0,1,0,0,0,1
329,0,2500,0.0,67.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
330,1,4384,1793.0,117.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
331,0,2935,0.0,98.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
332,0,2833,0.0,71.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
333,0,63337,0.0,490.0,180.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
334,1,9833,1833.0,182.0,180.0,1.0,1,0,1,0,1,1,0,0,1,0,0,1
335,0,5503,4490.0,70.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
336,1,5250,688.0,160.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
337,2,2500,4600.0,176.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
338,3,1830,0.0,146.41216216216216,360.0,0.0,0,1,0,1,0,0,1,1,0,0,0,1
339,0,4160,0.0,71.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
340,3,2647,1587.0,173.0,360.0,1.0,0,0,1,0,1,0,1,1,0,1,0,0
341,0,2378,0.0,46.0,360.0,1.0,0,1,0,1,0,1,0,1,0,1,0,0
342,1,4554,1229.0,158.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
343,3,3173,0.0,74.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
344,2,2583,2330.0,125.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
345,0,2499,2458.0,160.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
346,0,3523,3230.0,152.0,360.0,0.0,0,0,1,0,1,0,1,1,0,1,0,0
347,2,3083,2168.0,126.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
348,0,6333,4583.0,259.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
349,0,2625,6250.0,187.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
350,0,9083,0.0,228.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
351,0,8750,4167.0,308.0,360.0,1.0,0,0,1,1,0,1,0,1,0,1,0,0
352,3,2666,2083.0,95.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
353,0,5500,0.0,105.0,360.0,0.0,0,1,0,0,1,1,0,0,1,1,0,0
354,0,2423,505.0,130.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
355,0,3813,0.0,116.0,180.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
356,2,8333,3167.0,165.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
357,1,3875,0.0,67.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
358,0,3000,1666.0,100.0,480.0,0.0,0,0,1,0,1,0,1,1,0,0,0,1
359,3,5167,3167.0,200.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
360,1,4723,0.0,81.0,360.0,1.0,0,1,0,1,0,1,0,1,0,0,1,0
361,2,5000,3667.0,236.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
362,0,4750,2333.0,130.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
363,0,3013,3033.0,95.0,300.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
364,0,6822,0.0,141.0,360.0,1.0,1,0,1,1,0,1,0,0,1,1,0,0
365,0,6216,0.0,133.0,360.0,1.0,0,0,1,1,0,0,1,1,0,1,0,0
366,0,2500,0.0,96.0,480.0,1.0,0,0,1,1,0,1,0,1,0,0,1,0
367,0,5124,0.0,124.0,360.0,0.0,0,0,1,1,0,1,0,1,0,1,0,0
368,1,6325,0.0,175.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
369,0,19730,5266.0,570.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
370,0,15759,0.0,55.0,360.0,1.0,1,1,0,1,0,1,0,0,1,0,1,0
371,2,5185,0.0,155.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
372,2,9323,7873.0,380.0,300.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
373,1,3062,1987.0,111.0,180.0,0.0,0,0,1,1,0,1,0,1,0,0,0,1
374,0,2764,1459.0,110.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
375,0,4817,923.0,120.0,180.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
376,3,8750,4996.0,130.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
377,0,4310,0.0,130.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
378,0,3069,0.0,71.0,480.0,1.0,0,0,1,1,0,1,0,1,0,0,0,1
379,2,5391,0.0,130.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
380,0,3333,2500.0,128.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
381,0,5941,4232.0,296.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
382,0,6000,0.0,156.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
383,0,7167,0.0,128.0,360.0,1.0,1,0,1,1,0,1,0,0,1,0,0,1
384,2,4566,0.0,100.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
385,1,3667,0.0,113.0,180.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
386,0,2346,1600.0,132.0,360.0,1.0,1,0,1,1,0,0,1,1,0,0,1,0
387,0,3010,3136.0,146.41216216216216,360.0,0.0,0,0,1,0,1,0,1,1,0,0,0,1
388,0,2333,2417.0,136.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
389,0,5488,0.0,125.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
390,3,9167,0.0,185.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
391,3,9504,0.0,275.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
392,0,2583,2115.0,120.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
393,2,1993,1625.0,113.0,180.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
394,2,3100,1400.0,113.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
395,2,3276,484.0,135.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
396,0,3180,0.0,71.0,360.0,0.0,0,1,0,1,0,1,0,1,0,0,0,1
397,0,3033,1459.0,95.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
398,0,3902,1666.0,109.0,360.0,1.0,1,0,1,1,0,0,1,1,0,1,0,0
399,0,1500,1800.0,103.0,360.0,0.0,0,1,0,1,0,1,0,1,0,0,1,0
400,2,2889,0.0,45.0,180.0,0.0,0,0,1,0,1,0,1,1,0,0,0,1
401,0,2755,0.0,65.0,300.0,1.0,0,0,1,1,0,0,1,1,0,1,0,0
402,0,2500,20000.0,103.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
403,0,1963,0.0,53.0,360.0,1.0,1,1,0,1,0,0,1,1,0,0,1,0
404,0,7441,0.0,194.0,360.0,1.0,0,1,0,1,0,1,0,0,1,1,0,0
405,0,4547,0.0,115.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
406,0,2167,2400.0,115.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
407,0,2213,0.0,66.0,360.0,1.0,1,1,0,1,0,0,1,1,0,1,0,0
408,1,8300,0.0,152.0,300.0,0.0,0,0,1,0,1,1,0,1,0,0,1,0
409,3,81000,0.0,360.0,360.0,0.0,0,0,1,0,1,1,0,1,0,1,0,0
410,1,3867,0.0,62.0,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0
411,0,6256,0.0,160.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
412,0,6096,0.0,218.0,360.0,0.0,0,0,1,0,1,0,1,1,0,1,0,0
413,0,2253,2033.0,110.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
414,0,2149,3237.0,178.0,360.0,0.0,0,1,0,0,1,0,1,1,0,0,1,0
415,0,2995,0.0,60.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
416,1,2600,0.0,160.0,360.0,1.0,0,1,0,1,0,1,0,1,0,0,0,1
417,2,1600,20000.0,239.0,360.0,1.0,0,0,1,0,1,1,0,0,1,0,0,1
418,0,1025,2773.0,112.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
419,0,3246,1417.0,138.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
420,0,5829,0.0,138.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
421,0,2720,0.0,80.0,360.0,0.0,0,1,0,1,0,0,1,1,0,0,0,1
422,0,1820,1719.0,100.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
423,1,7250,1667.0,110.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,0,1
424,0,14880,0.0,96.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
425,0,2666,4300.0,121.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
426,1,4606,0.0,81.0,360.0,1.0,0,1,0,1,0,0,1,1,0,1,0,0
427,2,5935,0.0,133.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
428,0,2920,16.12000084,87.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
429,0,2717,0.0,60.0,180.0,1.0,1,0,1,1,0,0,1,1,0,0,0,1
430,1,8624,0.0,150.0,360.0,1.0,1,1,0,1,0,1,0,0,1,0,1,0
431,0,6500,0.0,105.0,360.0,0.0,0,0,1,1,0,1,0,1,0,1,0,0
432,0,12876,0.0,405.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
433,0,2425,2340.0,143.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
434,0,3750,0.0,100.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
435,0,10047,0.0,146.41216216216216,240.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
436,0,1926,1851.0,50.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
437,0,2213,1125.0,146.41216216216216,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
438,0,10416,0.0,187.0,360.0,0.0,0,0,1,1,0,1,0,0,1,0,0,1
439,0,7142,0.0,138.0,360.0,1.0,1,1,0,0,1,0,1,0,1,1,0,0
440,0,3660,5064.0,187.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
441,0,7901,1833.0,180.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
442,3,4707,1993.0,148.0,360.0,1.0,1,0,1,1,0,0,1,1,0,0,1,0
443,1,37719,0.0,152.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
444,0,7333,8333.0,175.0,300.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
445,1,3466,1210.0,130.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
446,2,4652,0.0,110.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
447,0,3539,1376.0,55.0,360.0,1.0,0,0,1,0,1,1,0,1,0,1,0,0
448,2,3340,1710.0,150.0,360.0,0.0,0,0,1,0,1,1,0,1,0,1,0,0
449,1,2769,1542.0,190.0,360.0,1.0,0,0,1,1,0,0,1,0,1,0,1,0
450,2,2309,1255.0,125.0,360.0,0.0,0,0,1,0,1,0,1,1,0,1,0,0
451,2,1958,1456.0,60.0,300.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
452,0,3948,1733.0,149.0,360.0,0.0,0,0,1,0,1,1,0,1,0,1,0,0
453,0,2483,2466.0,90.0,180.0,0.0,1,0,1,0,1,1,0,1,0,1,0,0
454,0,7085,0.0,84.0,360.0,1.0,1,0,1,1,0,1,0,0,1,0,1,0
455,2,3859,0.0,96.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
456,0,4301,0.0,118.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
457,0,3708,2569.0,173.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
458,2,4354,0.0,136.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
459,0,8334,0.0,160.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,1,0
460,0,2083,4083.0,160.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
461,3,7740,0.0,128.0,180.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
462,0,3015,2188.0,153.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
463,1,5191,0.0,132.0,360.0,1.0,1,1,0,1,0,0,1,1,0,0,1,0
464,0,4166,0.0,98.0,360.0,0.0,0,0,1,1,0,1,0,1,0,0,1,0
465,0,6000,0.0,140.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
466,3,2947,1664.0,70.0,180.0,0.0,0,0,1,0,1,0,1,1,0,0,0,1
467,0,16692,0.0,110.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
468,2,210,2917.0,98.0,360.0,1.0,1,1,0,0,1,0,1,1,0,0,1,0
469,0,4333,2451.0,110.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
470,1,3450,2079.0,162.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
471,1,2653,1500.0,113.0,180.0,0.0,0,0,1,0,1,0,1,1,0,1,0,0
472,3,4691,0.0,100.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
473,0,2500,0.0,93.0,360.0,1.0,1,1,0,1,0,1,0,0,1,0,0,1
474,2,5532,4648.0,162.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
475,2,16525,1014.0,150.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
476,2,6700,1750.0,230.0,300.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
477,2,2873,1872.0,132.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,1,0
478,1,16667,2250.0,86.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
479,2,2947,1603.0,146.41216216216216,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
480,0,4350,0.0,154.0,360.0,1.0,1,1,0,1,0,0,1,1,0,1,0,0
481,3,3095,0.0,113.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
482,0,2083,3150.0,128.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
483,0,10833,0.0,234.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
484,2,8333,0.0,246.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
485,1,1958,2436.0,131.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
486,2,3547,0.0,80.0,360.0,0.0,0,0,1,1,0,1,0,1,0,1,0,0
487,1,18333,0.0,500.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,0,1
488,2,4583,2083.0,160.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
489,0,2435,0.0,75.0,360.0,1.0,0,0,1,1,0,1,0,1,0,0,0,1
490,0,2699,2785.0,96.0,360.0,1.0,1,0,1,1,0,0,1,1,0,0,1,0
491,1,5333,1131.0,186.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
492,0,3691,0.0,110.0,360.0,1.0,1,0,1,1,0,0,1,1,0,1,0,0
493,0,17263,0.0,225.0,360.0,1.0,1,1,0,1,0,0,1,0,1,0,1,0
494,0,3597,2157.0,119.0,360.0,0.0,0,0,1,0,1,1,0,1,0,1,0,0
495,1,3326,913.0,105.0,84.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
496,0,2600,1700.0,107.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
497,0,4625,2857.0,111.0,12.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
498,1,2895,0.0,95.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
499,0,6283,4416.0,209.0,360.0,0.0,0,0,1,1,0,1,0,1,0,1,0,0
500,0,645,3683.0,113.0,480.0,1.0,1,1,0,1,0,1,0,1,0,1,0,0
501,0,3159,0.0,100.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
502,2,4865,5624.0,208.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
503,1,4050,5302.0,138.0,360.0,1.0,0,0,1,0,1,0,1,1,0,1,0,0
504,0,3814,1483.0,124.0,300.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
505,2,3510,4416.0,243.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
506,0,20833,6667.0,480.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
507,0,3583,0.0,96.0,360.0,1.0,0,0,1,1,0,1,0,1,0,0,0,1
508,0,2479,3013.0,188.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,0,1
509,1,13262,0.0,40.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
510,0,3598,1287.0,100.0,360.0,1.0,0,0,1,1,0,0,1,1,0,1,0,0
511,1,6065,2004.0,250.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
512,2,3283,2035.0,148.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
513,0,2130,6666.0,70.0,180.0,1.0,0,0,1,0,1,1,0,1,0,0,1,0
514,0,5815,3666.0,311.0,360.0,1.0,0,0,1,1,0,1,0,1,0,1,0,0
515,3,3466,3428.0,150.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
516,2,2031,1632.0,113.0,480.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
517,0,3074,1800.0,123.0,360.0,0.0,0,0,1,0,1,0,1,1,0,0,1,0
518,0,4683,1915.0,185.0,360.0,1.0,0,0,1,1,0,1,0,1,0,0,1,0
519,0,3400,0.0,95.0,360.0,1.0,0,1,0,1,0,0,1,1,0,1,0,0
520,2,2192,1742.0,45.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
521,0,2500,0.0,55.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
522,3,5677,1424.0,100.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
523,2,7948,7166.0,480.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
524,0,4680,2087.0,146.41216216216216,360.0,1.0,0,0,1,1,0,1,0,1,0,0,1,0
525,2,17500,0.0,400.0,360.0,1.0,1,0,1,0,1,1,0,0,1,1,0,0
526,0,3775,0.0,110.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
527,1,5285,1430.0,161.0,360.0,0.0,1,0,1,0,1,0,1,1,0,0,1,0
528,1,2679,1302.0,94.0,360.0,1.0,1,0,1,1,0,0,1,1,0,0,1,0
529,0,6783,0.0,130.0,360.0,1.0,1,0,1,1,0,0,1,1,0,0,1,0
530,0,1025,5500.0,216.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
531,3,4281,0.0,100.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
532,2,3588,0.0,110.0,360.0,0.0,0,0,1,1,0,1,0,1,0,1,0,0
533,1,11250,0.0,196.0,360.0,1.0,0,0,1,1,0,1,0,1,0,0,1,0
534,0,18165,0.0,125.0,360.0,1.0,1,1,0,1,0,0,1,0,1,0,0,1
535,0,2550,2042.0,126.0,360.0,1.0,1,0,1,1,0,0,1,1,0,1,0,0
536,0,6133,3906.0,324.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
537,2,3617,0.0,107.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,1,0
538,0,2917,536.0,66.0,360.0,1.0,0,0,1,0,1,0,1,1,0,1,0,0
539,3,6417,0.0,157.0,180.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
540,1,4608,2845.0,140.0,180.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
541,0,2138,0.0,99.0,360.0,0.0,0,1,0,1,0,1,0,1,0,0,1,0
542,1,3652,0.0,95.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,1,0
543,1,2239,2524.0,128.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1
544,0,3017,663.0,102.0,360.0,1.0,1,1,0,0,1,0,1,1,0,0,1,0
545,0,2768,1950.0,155.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
546,0,3358,0.0,80.0,36.0,1.0,0,0,1,1,0,0,1,1,0,0,1,0
547,0,2526,1783.0,145.0,360.0,1.0,1,0,1,1,0,1,0,1,0,1,0,0
548,0,5000,0.0,103.0,360.0,0.0,0,1,0,1,0,1,0,1,0,0,1,0
549,0,2785,2016.0,110.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
550,2,6633,0.0,146.41216216216216,360.0,0.0,0,0,1,0,1,1,0,0,1,1,0,0
551,1,2492,2375.0,146.41216216216216,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
552,1,3333,3250.0,158.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
553,0,2454,2333.0,181.0,360.0,0.0,0,0,1,0,1,0,1,1,0,0,0,1
554,0,3593,4266.0,132.0,180.0,0.0,0,0,1,0,1,1,0,1,0,1,0,0
555,1,5468,1032.0,26.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
556,0,2667,1625.0,84.0,360.0,1.0,1,1,0,1,0,1,0,1,0,0,0,1
557,3,10139,0.0,260.0,360.0,1.0,1,0,1,0,1,1,0,0,1,0,1,0
558,0,3887,2669.0,162.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,1,0
559,0,4180,2306.0,182.0,360.0,1.0,1,1,0,0,1,1,0,1,0,0,1,0
560,2,3675,242.0,108.0,360.0,1.0,1,0,1,0,1,0,1,1,0,0,1,0
561,1,19484,0.0,600.0,360.0,1.0,1,1,0,0,1,1,0,0,1,0,1,0
562,0,5923,2054.0,211.0,360.0,1.0,1,0,1,0,1,1,0,1,0,1,0,0
563,0,5800,0.0,132.0,360.0,1.0,1,0,1,1,0,0,1,0,1,0,1,0
564,2,8799,0.0,258.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,0,1
565,0,4467,0.0,120.0,360.0,1.0,1,0,1,0,1,0,1,1,0,1,0,0
566,0,3333,0.0,70.0,360.0,1.0,1,0,1,1,0,1,0,1,0,0,0,1
567,3,3400,2500.0,123.0,360.0,0.0,0,0,1,0,1,1,0,1,0,1,0,0
568,0,2378,0.0,9.0,360.0,1.0,0,1,0,1,0,1,0,1,0,0,0,1
569,0,3166,2064.0,104.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,0,1
570,1,3417,1750.0,186.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
571,0,5116,1451.0,165.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,0,1
572,2,16666,0.0,275.0,360.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
573,2,6125,1625.0,187.0,480.0,1.0,0,0,1,0,1,0,1,1,0,0,1,0
574,3,6406,0.0,150.0,360.0,1.0,0,0,1,0,1,1,0,1,0,0,1,0
575,2,3159,461.0,108.0,84.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1
576,0,3087,2210.0,136.0,360.0,0.0,0,0,1,0,1,1,0,1,0,0,1,0
